"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"HALLMARK_OXIDATIVE_PHOSPHORYLATION",3.9517112905548e-33,2.01537275818295e-31,1.49547932629977,-0.666950501143283,-3.04348458106459,195,"Mfn2, Atp6v1g1, Cyb5r3, Hspa9, Ndufc2, Atp5mc1, Phb2, Cox10, Ndufa8, Cox6b1, Acadsb, Nnt, Uqcr11, Aifm1, Supv3l1, Vdac2, Atp5po, Mrpl15, Idh1, Sucla2, Polr2f, Ndufb5, Mrpl35, Acadm, Pdk4, Slc25a11, Vdac3, Cox5a, Nqo2, Hccs, Atp6v0c, Atp5me, Timm10, Decr1, Cox11, Atp5f1a, Fh1, Ogdh, Ndufa9, Ndufs1, Slc25a3, Atp6v1f, Atp5f1b, Uqcrh, Echs1, Cox7a2, Fdx1, Ndufc1, Acadvl, Mdh1, Aco2, Atp5mc3, Ndufv2, Uqcrc1, Ndufb3, Ndufs8, Bckdha, Maob, Dlst, Cox5b, Uqcrb, Acaa2, Eci1, Suclg1, Cox7c, Hadha, Timm17a, Cox15, Etfdh, Ndufs4, Slc25a5, Acat1, Etfa, Pmpca, Ndufs2, Uqcrq, Idh3b, Ldhb, Timm9, Atp6v0e, Grpel1, Idh3g, Pdhx, Gpi1, Gpx4, Mrps11, Cox6c, Prdx3, Sdhd, Gm10053, Sdhc, Uqcr10, Mdh2, Vdac1, Ech1, Ndufa5, Mrps22, Uqcrc2, Ndufa1, Hadhb, Slc25a20, Cs, Ndufab1, Phyh, Atp5pf, Ndufa4, Mtx2, Dlat, Atp5pb, Cyb5a, Pdha1, Dld, Uqcrfs1, Ndufa6, Mrps15, Cox7b, Atp5f1c, Cyc1, Timm8b, Cox8a, Pdhb, Idh3a, Ldha, Ndufb6, Iscu, Mpc1"
"HALLMARK_P53_PATHWAY",0.00566024008211447,0.00849036012317171,0.407017918923954,0.31405780533052,1.41884736710762,199,"Itgb4, Sdc1, Sphk1, Sfn, Tm4sf1, Plxnb2, St14, Klf4, Txnip, Atf3, Procr, Ifi30, Def6, Tgfa, Krt17, Pitpnc1, Ephx1, Ercc5, Tnni1, Tsc22d1, Slc7a11, Tm7sf3, Upp1, Perp, Ddit4, Serpinb5, Dgka, Cdh13, Jag2, Cd82, Hmox1, Cyfip2, Apaf1, Epha2, Irag2, Foxo3, Rhbdf2, Cdkn2a, Tchh, Acvr1b, Vdr, Cd81, Eps8l2, Trp53, Ctsf, Tgfb1, Steap3, Pdgfa, F2r, Slc3a2, Alox8, Ptpn14, Kif13b, Tspyl2, App"
"HALLMARK_PANCREAS_BETA_CELLS",0.602385685884692,0.614433399602386,0.0692836467392548,0.280517138184551,0.897118447608742,28,"Mafb, Syt13, Stxbp1, Insm1, Vdr, Foxo1, Abcc8"
"HALLMARK_PEROXISOME",5.16195690006245e-07,1.54858707001874e-06,0.659444398037935,-0.501718720453507,-2.08108266121491,100,"Abcb9, Serpina6, Hsd17b4, Scgb1a1, Pex2, Aldh1a1, Idh1, Ide, Eci2, Elovl5, Acox1, Nudt19, Rdh11, Pex14, Pabpc1, Gstk1, Slc27a2, Pex11b, Slc35b2, Acsl5, Acot8, Mlycd, Abcd3, Dhcr24, Rxrg, Pex11a, Sema3c, Crat, Pex13, Nr1i2, Slc25a17, Isoc1, Prdx1, Gnpat, Sod2, Ttr, Ech1, Ehhadh, Scp2, Alb, Fdps, Slc25a19, Idi1"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.515090543259557,0.53611464706607,0.0778840111977068,-0.234852175664766,-0.973518266863904,104,"Prkaa2, Akt1s1, Arf1, Mapkap1, Eif4e, Mknk2, Il4, Pdk1, Ube2n, Pin1, Ube2d3, Them4, Map2k6, Ppp1ca, Cab39l, Acaca"
"HALLMARK_PROTEIN_SECRETION",0.644,0.644,0.0662842187012672,-0.223137444634785,-0.916884984187368,94,"Snx2, Cln5, Cog2, Snap23, Gosr2, Napg, Tsg101, Rer1, Ergic3, Rps6ka3, Scamp3, Vamp3, Arf1, Tom1l1, Napa, Bet1, Bnip3, Sec22b, Rab5a, Gnas, Ap3s1, Cav2, Rab9"
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",0.00120308676507753,0.0020452475006318,0.45505986738723,-0.510362037268318,-1.85589752833945,48,"Prdx6, Txnrd2, Atox1, Hhex, Glrx2, Cdkn2d, Srxn1, Gclm, Ndufs2, Msra, Gpx4, Prdx1, G6pdx, Sod2, Lamtor5, Mgst1, Ndufa6"
"HALLMARK_SPERMATOGENESIS",0.00868175246413818,0.0122991493241958,0.380730400722792,-0.340009291842965,-1.44298209700135,125,"Aurka, Snap91, Dcc, Znrf4, Actl7b, Tulp2, Rfc4, Nos1, Tuba3a, Cst8, Zpbp, Nphp1, Ddx4, Pcsk4, Papolb, Ide, Adam2, Rpl39l, Oaz3, Clgn, Vdac3, Tssk2, Gmcl1, Cdkn3, Akap4, Ybx2, Hspa4l, Gsg1, Tnp2, Tnp1, Rad17, Elovl3, Prm2, Pgs1, Odf1, Ldhc, Taldo1, Pebp1, Slc2a5"
"HALLMARK_TGF_BETA_SIGNALING",0.0742971887550201,0.0861171960569551,0.234392647294686,0.363237191872856,1.33721937195198,52,"Eng, Thbs1, Tgif1, Smad3, Rab31, Ltbp2, Cdkn1c, Id1, Serpine1, Arid4b, Tgfb1, Ski, Cdk9, Bmpr2, Ctnnb1, Smad1, Apc"
"HALLMARK_TNFA_SIGNALING_VIA_NFKB",3.38691933386312e-07,1.23380632876442e-06,0.674962860011025,0.41754027974345,1.87911752170142,195,"Cebpd, Nfkbia, Il7r, Klf2, Rhob, Sphk1, Edn1, Cxcl5, Tnfaip2, Gem, F2rl1, Cd44, Klf4, Cd80, Atf3, Icam1, Plaur, Il6st, Sgk1, Gfpt2, Plau, Cd69, Plek, Atp2b1, Ccnd1, Map3k8, Tgif1, Tsc22d1, Mcl1, Maff, Smad3, Tubb2a, Ccrl2, Nfe2l2, Plpp3, Egr2, Spsb1, Ptx3, Hes1, Panx1, Nfkb1, Birc3, Fosb, Tnip2, Trip10, Ifih1, Tnfrsf9, Tnfaip3, Serpine1, B4galt1, Zfp36, Dusp2, Sqstm1, Icosl, Klf9, Tnfaip6, Ehd1, Gch1, Cd83, Relb, Klf6"
"HALLMARK_UNFOLDED_PROTEIN_RESPONSE",0.0645161290322581,0.0765191297824456,0.252961123069611,0.3095298665634,1.28233922287737,110,"Pdia5, Atf3, Hsp90b1, Chac1, Stc2, Slc7a5, Dctn1, Ddit4, Wfs1, Tubb2a, Exosc10, Ddx10, Nop14, Bag3, Nop56, Hspa5, Aldh18a1, Herpud1, Fus, Asns, Exosc2, Kdelr3, Tspyl2, Mtrex, Pdia6, Rrp9, Nolc1, Zbtb17, Exosc9, Tars1, Cxxc1, Parn, Hyou1"
"HALLMARK_UV_RESPONSE_DN",6.72861965695991e-06,1.80610317107871e-05,0.610526878385931,0.436888517482651,1.89200263743693,144,"Ltbp1, Ddah1, Map1b, Itgb3, Col1a2, Col1a1, Kit, Igf1r, Dbp, Runx1, Atp2b1, Cdon, Nr1d2, Fbln5, Fyn, Smad3, Met, Pdgfrb, Nrp1, Add3, Plpp3, Apbb2, Rgs4, Nfkb1, Pik3r3, Ica1, Anxa4, Id1, Atrx, Nfib, Erbb2, Adora2b, Syne1, Gcnt1, Serpine1, Cap2, Slc22a18, Notch2, Efemp1, Ythdc1, Slc7a1, Dab2, Prkce, Col3a1, Nipbl, Atp2c1, Fhl2, Col5a2, Lamc1, Mios, Atxn1, Ptprm, Kalrn, Amph, Akt3, Atp2b4, Tent4a, Togaram1, Rasa2, Lpar1, Dlg1"
"HALLMARK_UV_RESPONSE_UP",0.0907297830374754,0.102827087442472,0.208955027549354,0.277728293188976,1.21279731991069,154,"Nfkbia, Rhob, Gpx3, Mmp14, Slc6a8, Atf3, Icam1, Il6st, Abcb1a, Ephx1, Tacr3, Cnp, Chka, Cdc5l, Rab27a, Hspa2, Htr7, Cck, Lyn, Rpn1, Hmox1, Cdkn1c, Hnrnpu, Ppat, Fosb, Tchh, Plcl1, Nptxr, Asns, Shox2, Ddx21, Rasgrp1, Sqstm1, Eno2, Hyal2, Tyro3, Tars1, Prkcd, Gch1, Fos, Mgat1, Spr"
"HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.0318637901826092,0.0406263324828267,0.321775918075361,0.437810233948446,1.51229369827042,41,"Wnt5b, Hdac11, Csnk1e, Jag2, Dvl2, Adam17, Numb, Trp53, Wnt6, Psen2, Hey2, Ctnnb1, Skp2, Ncstn, Axin1, Ncor2, Notch4, Notch1, Myc"
"HALLMARK_XENOBIOTIC_METABOLISM",0.000938256382899275,0.00184042598184088,0.477270815362862,-0.335414116822187,-1.53058988795994,195,"Gsto1, Idh1, Igf1, Slc35b1, Pdk4, Crp, Elovl5, Acox1, Aqp9, Ppard, Pemt, Mccc2, Abhd6, Hnf4a, Pcx, Cyp1a2, Itih1, Dhrs1, Ttpa, Aco2, Enpep, Entpd5, Gnmt, Pmm1, Rap1gap, Ptgds, Lcat, Etfdh, Acp1, Bphl, Dhrs7, Gstm4, Ddt, Crot, Angptl3, Acsm1, Nfs1, Sar1b, G6pc1, Itih4, Ech1, Hrg, Ptges, Fabp1, Cyb5a, Pts, Cdo1, Rbp4, Pgd, Acox2, Abcc2, Fbp1, Comt, Tat"
